instagram_comments,offensive_language,offensiveness_levels,hate_speech
O cara não trabalha meu ....,1,1,-1
João traidor do movimento!,1,2,-1
Realmente handrade kkk lembro do slogan da campanha Lula é Haddad Haddad é Lula hahhahaha os dois condenados.,1,1,-1
"Coitado desse Jão gordo, fracassado.",1,2,-1
Condenado 35 vezesc,1,1,-1
Vou ver não seu verme.,1,1,-1
É RIDICULO UNS BABÕES DO ATUAL PRESIDENTE VIR POR HASTAG DO BURRO QUE HOJE GOVERNA O PAÌS.,1,1,-1
"Aproveite ,logo estará atrás das grades.",1,1,-1
Uai não está cumprindo a pena ainda ?,1,1,-1
Faz um programa com o Lula. Sugestão para o nome: Sol Quadrado.,1,2,-1
Difícil saber quem é mais escroto,1,2,-1
Ai sabe roubar ...prefeitão de SP....kkkk...,1,1,-1
caixa 2,1,1,-1
Aproveita o regime fechado tá na porta.,1,1,-1
Esse aí é o tal do Presidente de vcs. Esse aí é o que foi condenado por caixa 2s. 👎👎👎,1,1,-1
E a Amazônia professor? Não dá pra limpar a agenda pra focar nessa emergência? Faz alguma coisa útil. Nem tudo é voto. Onde vocês estão quando o país precisa de vocês ? @cirogomes dando palestra e entrevista enquanto a Amazônia queima. Pq vcs não vão no encontro do g20 representar o Brasil já que o bozo não serve pra isso? Bate na porta. Fala vim ajudar. Depois usa isso na campanha. Façam alguma coisa útil porra!,1,1,-1
Comenta sobre a condenação e a péssima gestao a frente da prefeitura. A derrota para o novato Joao Doria e depois para o ignorante xucro JB,1,2,-1
Condenado kkkkkkkkk 2 de cana,1,1,-1
@fernandohaddadoficial a esquerda precisa se unir pra mudar o rumo dessa situação no país. .nosso país está sendo destruído por esse demente que se diz presidente. ...dor e desolação com essa destruição da Amazônia. ...por favor precisamos tomar alguma atitude. ...esse monstro precisa ser derrubado,1,3,-1
"(!!atenção!!numeração duplicada) Lamento o silêncio dos candidatos a presidência 2018, vejo que o Ciro é o mais ativo nas críticas contra o atual Desgoverno. Vocês têm voz!",1,2,-1
Kkkkkkk condenado por caixa 2 pqp nao da uma dentro,1,1,-1
"Condenado a 4,5 anos por caixa dois.......kkkkkkkkkk...",1,1,-1
Aoooo caaixa 2 kkkkkkk,1,3,-1
"Que dor no ❤️, toda vez que olho para o Haddad e me dou conta que poderíamos tê-lo como presidente. Intelectual, professor, de uma simplicidade incrível, acima de tudo, humano. Que ao invés disso temos, um lunático, despreparado, incapacitado intelectualmente, ditatorial, autoritário, fascista, desrespeitoso...afff, se continuar ficarei 3 dias adjetivando a “besta fera”.",1,1,5
Sua hora de ir morar com o LULA tá chegando,1,1,-1
Ansiso pra ver atrás das grades!,1,3,-1
"Ele só fala besteira, idiotice ou porcaria 😡😡",1,1,-1
Isso é um doente,1,2,-1
"Nossa Manuela. Imaginei que vc fosse mais inteligente ou no mínimo tivesse um pouco de empatia. Você já foi á Roraima saber o que está se passando? Tem venezuelano fugindo da fome, da falta de remédios. Imagina a quantidade de venezuelano que prefere deixar a sua casa pra ir a um país estrangeiro morar na rua. Se submetem a situações deploráveis. Mas você não enxerga isso dentro do seu mundinho comunista, não é mesmo? Parabéns, HIPOCRITA!",1,2,5
"Gente, num aguento mais as palhaçadas desse cara. E ainda tem gente que acha que ele é apenas engraçado. Ridículo. Vergonhoso",1,3,-1
Esse imbecil não cansa se falar asneiras🤮🤮🤮🤮,1,3,-1
Esse bolha falador de merdas já passou dos limites so5de ter nascido. 💩,1,3,-1
"Pior do que ele falando esse monte de asneira, é um bando de asno no meio da chuva, na estrada e com um frio da porra pra ouvir essas idiotices e bater palma! 😒😒😒",1,3,-1
Esse miliciano é um fdp,1,2,-1
"Depois dessa vitória dá esquerda na Argentina o cocô do RACISTA até parou de sair todo dia, trancou o 👌🏽😂",1,3,-1
"Na moral, onde foi parar a sensatez? Kirchner pode ser esquerda, mas é corrupta pra caralho!!!",1,3,5
Puta que pariu! Imbecilidade! Dele e do povo que o elegeu!,1,1,-1
Aja paciência para ouvir tanta babaquice meu ouvido não é pinico uff,1,1,-1
Não consegue falar nada que presta esse cara. Nada! Senhor!,1,3,-1
Interdição nessa praga Já,1,3,-1
"Boa Manu, pelos ataques dos Bozonarianos, vc está no caminho certo, da para notar que esses lixos humanos estão literalmente se cagando preferimos Venezuelanos e Hermanos do que esses esses doidos que votaram no maluco fascista, miliciano, e sua família de bandidos!!!",1,2,5
Profeta dos estúpidos. Se preocupa não. A turma do Tramp vai manipular as eleições lá também,1,1,-1
Será q o Bozo e seus filhos tb vão fraudar as eleições da Argentina??,1,2,-1
Idiota,1,3,-1
É um merda ambulante 💩💩💩,1,3,-1
PPELO AMOR DE DEUS ALGUÉM CANCELA ESSE CARA! GENTEEEEE COMO PODE ALGUÉM TER VOTADO NESSE ESTRUME DE VACA PODRE,1,1,-1
😂😂 esse Borsa é um bosta mesmo,1,3,-1
Só resta aceitar Sr Caga pela boca.,1,1,-1
Ele está certo. Vai ter um monte de argentino faminto invadindo aqui,1,1,9
(cuidado!! numeração duplicada!!) Mimimi.......,1,3,-1
É um bosta.,1,2,-1
Esse lixo só vomita bosta ! Incapaz,1,2,-1
E um viva à esquerdalha!!!!!!,1,3,5
"Certo, só que Cristina é tudo, menos de eaquerda, sem falar que é super corrupta. Não sei quem é pior, Macri, ela ou Bostonaro.",1,1,-1
Esse peste do fala merda 😈,1,1,-1
"Q merda é essa? Ah, Bozo abriu a boca de novo.",1,3,-1
"Esse moço é triste, um sujeito anormal 😱🤣",1,1,-1
Hahahaha. Sofrendo porque não pode fazer nada a respeito. Que se foda.,1,2,-1
Tu manuela é um resumo de tudo que não presta nesse mundo! Você presta um desserviço à sociedade brasileira. Pegue suas coisinhas é saia de mansinho. #avantebrasil,1,2,-1
Quanta besteira dita por este imbecil.,1,2,-1
Nem aguento mais! Nojento!,1,1,-1
#bolsomerda,1,1,5
"Ele desrespeita o país de Norte a Sul. Ponham este homem pra fora. Ele não é, nunca foi e nem será digno do posto que ocupa.",1,1,-1
"Terrorismo, além do preconceito contra RORAIMA 🤮🤮🤮🤮",1,2,-1
"Sabe, fico até sem palavras pra tanta loucura em uma só pessoa!!!!",1,1,-1
"Pensei que eu era crazy até conhecer o bolsofurado e os bolsofãs dele, sou mais sã do que eu gostaria....",1,1,5
Isso é um LIXO.!!!! COMPROVADAMENTE!!,1,2,-1
Que besteira!!! Só podia vir de uma boca insana...,1,1,-1
"Pra quem é de mercado e conhece o tamanho do desastre que pode acontecer caso Macri não vença as eleições sabe o porquê do massacre com a moeda argentina hoje, o mundo não tolera fracassados, não tolera esquerdistas bandidos!!! Deus salve a Argentina! Hoje foi um recado do planeta terra para ela!",1,2,5
Ele é muito burro,1,2,-1
Ele podia não abrir a boca dia nenhum...Idiota d mais esse presidente.,1,1,-1
Ele vai ter que engolir a esquerdalhada. 💅🏽,1,1,5
Esse presidente e um louko,1,2,-1
Esse cara é um louco ! Fora Bozó!,1,1,-1
Imbecil,1,3,-1
"Este Senhor, é terrível. 😢",1,2,-1
Mimizenta do caralho... A relação que fez com Roraima é para que não haja pessoas fugindo pro RS dos regimes de esquerda como acontece em Roraima. Sabemos que tu torce pra que dê merda. Um dia ainda te vejo presa!,1,3,-1
Essa coisa só diz asneiras.,1,2,-1
"É um imbecil mesmo. Bem se vê que não tem a menor habilidade para estar no lugar que está..Truculento, burro, só suscita asco.",1,2,-1
Babaca!!!,1,3,-1
Não me canso de chamá-lo de IMBECIL!!,1,1,-1
Bozobostatoxica,1,1,-1
Haja alfafafa 🐴🐴🐴🐴🐴,1,2,-1
Tão burro que doi😒 #elenao,1,3,-1
"Perguntem quantos votos esse energúmeno teve em Roraima, então poderemos ter compreensão do porque ele sente liberdade para as atrocidades que diz e faz sem pudor.",1,2,-1
O Boçal como sempre abrindo sua latrina para espalhar merda.,1,2,-1
Imbeciloide esse homi.,1,2,-1
Oh diabo doido!,1,1,-1
Ele fala da esquerdalha brasileira como se fossem apenas umas centenas mas são milhões de brasileiros que pensam diferente desse sujeito.,1,2,5
"Ele podia perder a voz, né? Afff..",1,3,-1
Muito imbecil,1,1,-1
"O MAIOR ERRO E DIZER QUE ELE DIZPORQUE NA VERDADE ELE NAO DIZ NADA, APENAS CAGA PELA BOCA..",1,3,-1
Sociopata! 🤢,1,1,-1
O Boca de Lixo Tóxico,1,1,-1
😂😂😂😂 Ele doente deveria está no hospício,1,1,-1
ele poderia arrumar o que fazer esse bosta,1,1,-1
"Esse elemento não fala uma frase sem insultar, desprezar e desmerecer algo ou alguma coisa. Que tipo de mulher criou essa criatura.",1,2,8
"Vaca falando, não sabe concatenar duas vogais 😳",1,2,8
Ridículo,1,3,-1
"Mi mi mi mi mi mi mi mi. Vc é uma vergonha, não representa o povo do RS.",1,1,-1
Esse meliante só fala bosta.,1,1,-1
"Hahahahaha olha isso, ele com certeza usa drogas não é normal",1,3,-1
Nem sei pq me impressiono com a quantidade de ódio que esse ser espalha.,1,2,-1
"Venezuelanos correm para o território brasileiro pedindo socorro,e esses esquerdistas que só pensam no poder apoiando aquele filho da puta daquele psicopata. Falei",1,1,5
"Esse babaca está brincando com os Argentinos,os caras não arregaram para os Ingleses,ta querendo arrumar treta com os países vizinhos,e vai achar",1,2,-1
Xenofóbico este daí Taoquei ????😂😂😂,1,1,-1
Esse cara trocou o lugar da boca pelo fiofó...,1,2,-1
"Eu acho bom ele dizer bastante cocô,pq assim quem o apoiou pode acordar e perceber que ele mitou e está nós matando de vergonha.",1,3,-1
"Ainda tem “especialista” da @globonews dizendo que @manueladavila pode torcer pela eleição de Cristina kirchner e Alberto Fernández, o Bolsonada pode ameaçar os eleitores livres da Argentina. Vergonha dessa imprensa descarada e burlesca.",1,1,5
Esse imbecil! Cavalo sem freio!,1,3,-1
"Meus olhos doem demais quando leio oq esse bobão fala, socorrrro",1,2,-1
Esse demônio só fala merda!,1,3,-1
Que louco este maluco,1,3,-1
Qual a droga que ele anda consumindo em? Pqp! 🤦,1,1,-1
O cara conseguiu fazer ninguém mais se chocar com as merdas que sai da boca dele. Ninguém aguenta mais. O país comandado por um lixo humano e apoiado por 29% de malucos.,1,1,-1
Nojo desse homem 🤮🤮🤮,1,2,-1
O que esperar de um NAZISTA?,1,3,-1
É louco!!!,1,2,-1
"Gente, na moral, Foda-se as asneiras que esse débil fala. Vamos parar de dar Ibope",1,2,-1
esse cavalo batizado no Jordão fala cada merda. 😡,1,3,-1
É um babacaaaaaa,1,2,-1
"Kkkkk, os argentinos não são tapados como os Minions aqui no Brasil para viver as eguagens desse verme.",1,1,5
Engraçado @manueladavila quando sua cara apareceu no fantástico você sumiu e bloqueou os comentários nas suas redes sociais. Você é manipuladora!,1,2,-1
CALE-SE BOZO🙈,1,1,-1
Agora o panaca vai falar mal dos brasileiros do norte. É um imbecil.,1,2,-1
Fora bozzolino! Christina vamos a volver✌✌✌,1,3,5
Venceremos a direitalha. Não percam suas esperanças.,1,3,5
Só fala merda! Fora da realidade,1,2,-1
Real foi a 16 e dólar a 65 hj dale macri burro para caralho!😅😅,1,1,-1
"Acho pouco, o sul elegeu esse imbecil, agora toma!",1,2,-1
A Argentina do Macri com 50% de inflação e o Bozo asno vem falar isso sem nem saber nada. O povo aqui da Argentina tá rindo da cara do Bozo e pedindo pra ele ficar calado.,1,3,-1
Um imbecil inepto ! 🤦🏻‍♂️,1,1,-1
"Pqp apoiar a Cristina eh o fim, parece q vcs n tem cerebro. Soh cm a maior probabilidade da eleicao dela, a bolsa caiu 28% e o BC aumentou os juros pra 74% a.a. Alem de todos os esquemas de corrupcao nos quais essa mulher eh suspeita, colocando a argentina em uma crise absurda. Parece q vcs n pensam n eh possivel",1,3,-1
"Certeza q a esquerda eh doente. Apoio a maduro, Cristina. Só pode ser doença",1,3,5
"Esse homem é ridículo e sem noção, aja paciência p ouvir tanta asneiras 🙄",1,3,-1
Esse cara só evacua pela boca?,1,2,-1
"Ridículo e mentiroso. Nojento, abjeto. 🤮🤮🤮🤮🤮 #impeachmentdobolsonaro",1,1,-1
Esse cara é muito imbecil mesmo.,1,1,-1
Vamos passar 4 anos ouvindo bosta😢😢😢😢,1,2,-1
"Como sempre, onde vai estimula ódio. Os ares estiveram poluídos por aqui com a presença desta criatura maléfica.",1,3,-1
"O pior foi um abraço pros Machos e um beijo nas Mulheres, um Escroto....🤮🤮🤮🤮🤮",1,1,-1
Vai cagar bolsadefezes,1,2,-1
O sul ja ta um lixo com o fascista do eduardo leite,1,1,5
É um babaca....,1,1,-1
Esse bostonaro desconhece a soberania e autonomia dos povos? Será que ele acha que os países civilizados apoiavam sua candidatura?,1,2,-1
É mais uma ameaça desse louco!?,1,1,-1
"Respeita nosso presidente, eleito pela maioria dos votos! Olha o preço da nossa gasolina! Pequena comparação, recalcadas",1,1,-1
Meus olhos sagram com tanta besteiras que sai da boca desse ser,1,2,-1
Assim cm o Brasil se tornara uma Venezuela? Por que o metodo de governo ja se parece bastante. Ambos ditadores que oprimem adversarios e os dois presidentes acham que as cabecinhas deles so tem ideias geniais. Mas em ambas so tem merda.,1,3,-1
"O que ele quis dizer foi que, se a esquerda vencer na Argentina, os argentinos vão fugir para o RS, assim como os venezuelanos estão imigrando no Brasil por Roraima. Logicamente isso é uma imbecilidade, como tudo que ele diz!",1,2,-1
"Esse merda vai inaugurar obras que ele jamais faria pela incompetência, está inaugurando obras que ele nem participou e ao invés de saudar, só fala merda. Horrivel esse escroto",1,3,-1
"A esquerda é teimosa, esquece esse lixo. Deixa ele falar, se ninguém ligar pra isso e ser um jeito de achar o Queiroz, logo logo ele cala a boca. Mas vcs ficam dando audiência pra essas idiotices.",1,3,-1
Manu...como faz pra tirar este monstro do governo? Dwpois de tantas falas escrotas..ele ainda pode ficar assim...fazendo e falando o que quer? Atacando tudo e todos? Não tem ninguém pra tirar este 💩 daí?,1,1,-1
Pensei que ele mesmo ia seguir sua dica: cagar dia sim - dia não. Mas pelo visto todo dia ele está aí cagando por isso que chama de boca.,1,3,-1
É um animal,1,3,-1
Esse cara so abre a boca pra falar merda. Cala-te !,1,1,-1
Esse cara não consegue passar um dia a fazer merda!!!,1,2,-1
Bozo n faz o dele de presidente q se meter no país dos outros.,1,1,-1
"Daqui a pouco o povo brasileiro que vai migrar pra outros lugares, migração em massa. Com esse governo ridículo autoritário e idiota.",1,1,-1
Indigesto 🤮,1,2,-1
👏🏼👏🏼👏🏼👏🏼 Adorei! “Ele nem deveria abrir a boca” só da 💩💩,1,2,-1
"Achei q esse tipo de comentário era só dia sim, dia não. Todo dia de diarreia verbal, tá difícil",1,2,-1
Temos o presidente mais tosco de toda a história!,1,2,-1
Esse traste pensa que o Brasil é o quintal da casa dele. Aff!,1,1,-1
Que cara idiota,1,1,-1
@mcarolinabau amiga vc viu essa merda?,1,1,-1
Quem dera que a gauchada retrógrada abrisse os olhos... Mas por aqui peão acha que é fazendeiro... 😢,1,3,-1
Vai fazer campanha pra Argentina tb? O gado dele não vota lá...,1,2,5
A mãe dele não ensinou que não poderia comer as próprias fezes. Deu nisso... Até a boca se moldou no formato de um ânus...,1,2,-1
"Eu tenho ranço desse estocador de cocô, mas entendi o que ele quis dizer em relação à Roraima. A população desse estado teve muitos problemas com os imigrantes venezuelanos. Agora ele errou ao dizer, que um governo de esquerda na Argentina faria isso, está mais fácil a gente emigrar para lá se isso acontecer.",1,1,-1
Maldito congresso Nacional está cheio de comunista,1,2,5
"Vou filosofar: O cocô sai pelo ânus, mas pelo jeito, em algumas pessoas do congresso, se acumula no cérebro 💩 🧠",1,2,-1
NAO TEM CADEIA NEN PRA VAGABUNDOS VAI TER PRA QUEM FAS FAKE NEWS ESSES CARAS ESTA DOIDOS.,1,1,-1
Estão loucos....Revisão do Código Penal URGENTE,1,2,-1
513 cabeça pensando só dá merda ! Pra mim o Brasil só precisava de 175 deputados e 54 senadores !,1,1,-1
Por que será? Bandido defende bandido,1,2,-1
Tem q prender todos os petistas psolistas pcdobistas etc.,1,1,5
Tenho a convicção que a esquerda está dando MAIS um tiro no pé!!! ESSE modus operandi de fake News é típico da esquerdalhada !!!,1,3,5
Ô cambada!,1,2,-1
Não consigo intender a força que estes demônios tem. Tá na hora de botar estes lixos pra fora,1,1,-1
Tao esperando o q p fechar esse puteiro?!?,1,1,-1
Congresso que não vale o que o gato enterra.,1,3,-1
"Deixa, o povo da esquerda vai ter que ir todo pra cadeia nas eleições",1,3,5
"Que sirva pra esquerda, que foi a maior propulsora de fakenews nas últimas eleições...",1,3,5
Quem manda nesse Pais? Votamos pra presidente mas quem decide é a corja do mal !Que merda é essa ? Só pilantras se dão bem?,1,1,-1
Vergonha nacional deste congresso podre turma de CANALHAS,1,1,-1
"Vai faltar cadeia para o pessoal do Pt, Psol, e outros 😂😂😂😂",1,2,5
QM deve teme.. UM ESTADO COMUNISTA E NAZISTA AGE IGUAL.. ACABEI LEMBRANDO D MADURO E DE CUBA..😂😂😂,1,2,-1
E o #globolixo,1,1,-1
Quem mais disseminou fake news foi o ptfake.😎,1,2,5
Mas gente vamos deixar! Haddad já foi contemplado! Agora o resto da esquerda vai em cana! Eles vivem de publicar Fake News!,1,2,5
Todos sem vergonha cupado e o povo que ELEGERÃO,1,2,-1
Ridículos 🤮🤮🤮🤮🤮🤮,1,3,-1
Ridículos 🤮🤮🤮🤮🤮🤮,1,2,-1
😝😝😝😝 CORJA MALDITA.,1,2,-1
"Prisão deveria p esses Ladrões, isso sim.",1,1,-1
É projeto do traíra do Kim,1,3,-1
Na verdade esse Congresso nacional é uma verdadeira FAKE NEWS.,1,1,-1
Quem manda eleger esses merdas!!,1,3,-1
Vai faltar cadeia kkkkk,1,2,-1
"Vejo um negócio desse e fico puto cara porque o exército não entra em ação logo esses canalhas estão fudendo com o Brasil com todos os brasileiros. Isso dá uma indignação tremenda, triste",1,3,2
"Engraçado que essas coisas eles aprovam rapidamente, podia se fazer uma pesquisa dos milhares de processos de gente comum, pessoas humildes, que aguardam decisão desses juízes, mais o foco deles, parece ser o de livrar esses bandidos políticos de serem presos ou continuar presos!",1,3,-1
Tudo bandido esses corruptos desgraçados,1,1,-1
Vao procurar o que fazer vão aprovar coisas mais importantes do que isso seus mequetrefes caras de pau,1,2,-1
"Na próxima eleição o PT vai ser extinto então, vive de mentiras.",1,2,5
Ainda bem que do PT e do Lula Ladrao só falamos a verdade.,1,1,5
Da pra botar uma pá de petezada na cadeia então...,1,1,5
Como eu gostaria que caísse uma bomba no STF!!,1,1,-1
FORA CONGRESSO. LIXO,1,2,-1
Governo sem pulso !! Frouxos !!,1,1,-1
"Os caras não prendem bandido, ladrão e assassino e agora vão prender quem compartilha fake news?! Isso ai é para rir estou imaginando o julgamento 200 instâncias e aí depois o STF kkkkkk esse país da desgosto, melhor dizendo é um esgoto",1,2,-1
Pq essas merdas são votadas rapidinho e coisas importantes não são 😡,1,2,-1
O Brasil vive uma calamidade onde todas as instituições estao tentando privilegiar a elite bandida política!! Sinto que nao temos maos a quem recorrer senao ao militares....triste fim!!!,1,3,2
A esquerdalha e a que mais fábrica fake News eles são Mestre. Nisto,1,2,5
Só vai dar ESQUERDISTA na cadeia te prepara Globo lixo,1,1,5
Só quero saber quem irá julgar os esquerdopatas ? Sabemos muito bem que eles são os reis em FakeNews.,1,1,5
Então a #Globo vai toda presa,1,1,-1
Vixe PT vai tudo enjaulado Então.... são fábricas de fake News,1,1,5
"Os maiores produtores de fake news são o PT, G1, Veja Uol serão punidos?",1,2,5
