id,comentario,anotator1,anotator2,anotator3,label_final,links_post,account_post
182,Pois é.... A pena dela é exatamente pq não vai mais receber propina,1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
183,#maiatraidordapatria,1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
184,Vagabunda. Cala essa boca imunda pra falar do meu País .,1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
185,"Velha sem vergonha, vagabunda !",1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
186,"Não precisamos da pena de ninguém ,ainda mais dessa desqualificada ,guarde ela ,as muitas penas que tem pra si mesma 🐔, #Bolsonaro2022 ,sem mais .....",1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
187,A fonte secou! Não tem mais propininha!😂😂😂😂,1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
188,É comunista! Voces acham que ela não é igual ao ladrões do pt?,1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
189,"Que mulher babaca! Vai cuidar do seu Chile, estúpida!",1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
190,"Pena do Brasil??? O qué será que pensa essa corrupta, tentando dar uma de pessoa íntegra, correta, quando não passa de uma vigarista! 😠🤔😠",1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
191,"Será que vai querer devolver o dindin da propina,😂😂",1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
192,Esse lixo tem pena e da propina que andava ganhando ilicitamente,1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
193,"Percebem que , todo bandido no final de sua gestão , é convidado para trabalhar na ONU ! Porque será ???!",1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
194,Bruxa ladra dozinferno 🔥,1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
195,É outra HIPÓCRITA 😔😔😔,1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
196,É a bandida defendendo os colegas de bandidagem.,1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
197,Essa é uma canalha esquerdopata! Nós brasileiros não precisamos de suas condolências! Bandida!,1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
198,Essa é pior que o pai.,1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
199,Pena da de vc devolva o que nunca foi teu,1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
200,Devia ter pena? Ela tem agora pq não tem parceria na corrupção...,1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
201,Que mulher nojenta,1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
202,Além de desonesta e metida a boa de sela,1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
203,Pena porque não tem milhões para sua conta mais não é tranbiqueira.,1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
204,Quem quer saber a opinião dela? Vai procurar tua turma!,1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
205,Dissimulada! Agora ela sabe que a mamata acabou! Governo Bolsonaro colocando todos no devido lugar!Sem.corrupção a bandidagem chora!,1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
206,"pois é, né? O dinheiro da OAS fez com que ela esquecesse de ter pena do Brasil. Muito cínica.",1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
207,"Velhinha safada senil, alguém faça a gentileza de calar esses canalhas, já não suporto mais nem ver a cara desses hipócritas, Bachelet, Macron, Maduro, os petralhas e por aí vai",1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
208,Essa vagabunda não tem que falar nada!,1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
209,Tem cara de bandida,1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
210,💚💛pena do Brasil ou saudade da bagaçeira.,1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
211,"😂😂 abstinência de propina faz isso, cria até pena kkkk",1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
212,Pq é uma PILANTRA do mesmo NÍVEL BAIXO de LULADRÃO E DIMANTA!,1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
213,"E outra coisa, quem perguntou a opinião dela? O que nos interessa? VAZA OMELETE PODRE",1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
214,"Deixe de hipocrisia, comedora de propina.Você deve tá sentindo falta é do dindo que não está caindo mais na sua conta.",1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
215,É uma idiota! Não precisamos da pena dela...,1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
216,Ela que legue a pena dela e faça um travesseiro pra ver se consegue dormir depois de ter aceitado dinheiro sujo.,1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
217,Viver do comunismo é triste!! Uma hora o dinheiro acaba e você vai ter que trabalhar...!😡👊🏾😎🇧🇷🙏🏻,1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
218,Uma mulher dessa idade já deveria ter aprendido a ter vergonha na cara.,1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
219,"Essa esquerdopata imbecil não consegue ser ouvida nem no Chile, sua terra!",1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
220,Q velha ordinária!! A Esquerdalha tem todos a mesma face!!🤮🤮🤮,1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
221,"Por isso que SSA senhora defende o PT, e ela me dá NOJO.",1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
222,Porque é suja e adora dinheiro alheio,1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
223,É apenas mais uma vagabundos.,1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
224,"Coisa feia, vai cuidar da sua casa,",1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
225,😂😂 Ela é galinha! Pena?! Q é isso!?,1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
226,Clínica. Faz parte da esquerda demoníaca.,1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
227,Velha gagá FDP,1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
228,Mas é falsa hein?Acabou a mamata.quer dinheiro vá trabalhar.,1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
229,Ela é muito espuma. Fica em cima do muro e vai para onde o vento sopra ( biruta),1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
230,Porque é LADRA!!,1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
231,"Hipócrita,vai procurar tua turma. O BRASIL não precisa da tua pena.",1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
232,Receber propina não te envergonha Bachelet? #BolsonaroPresidente2022🇧🇷,1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
233,Cara pálida devolve o dinheiro a propina para o Brasil então,1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
234,Nojenta! Lava a boca pra falar do nosso Presidente!,1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
235,Ah tá com pena? Devolve o dinheiro do 🇧🇷,1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
236,Eu que tenho pena dessa mulher feia e de um caráter duvidoso.,1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
237,💩💩💩💩 É isso que essa louca fala!🖕🖕,1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
238,Dispensamos sua pena sra Michele Bachelet.Temos misericórdia dos pobres de espírito que manipulam os pobres.,1,1,0,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
239,E quando recebeu dinheiro ilegal de propina e portanto de nossos impostos suados? Hipócrita.,1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
240,Pena pq a boquinha secou né sua socialista de merda!!!! 👊🏻👊🏻👊🏻,1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
241,"Coitadinha, ninguém liga pra ela",1,0,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
242,Hipócrita! Esquerda Nunca Mais!,1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
243,"Quando ouvimos uma sujeita dessas 💩 falando assim é sinal que estamos no caminho certo. Ela gostava do Brasil quando recebia mesada, dinheiro fruto de roubo.",1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
244,Tenha pena de você mesma imbecil!!🤬,1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
245,Ninguém está preocupado com a pena dela. É melhor ela cuidadar do pais dela .,1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
246,"Otária, BABACA.",1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
247,"Se ela acha tão bacana o socialismo porque não vai morar na Venezuela, Cuba ou Coreia do Norte? Hipocrisia!!!!",1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
248,Vagabunda safada👊👊👊,1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
249,"Cínica , não tem o que dizer e fica falando abobrinha",1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
250,É típico dessa gente a cara de pau!!!🤢,1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
251,"Ela teria que ter pena qndo tirou dos hospitais do Brasil,pra continuar defendendo bandidos!!!",1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
252,"Isso é caso de polícia, de FBI ,de CIA para esta vigarista ladra igual a DILMA e a CRISTINA KIRCHNER da ARGENTINA.CRIME ORGANIZADO.",1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
253,Pilantra comunista oportunista,1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
254,"Bachelet, não tem o que fazer?Sugestão: vau catar coquinho!!!",1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
255,"O que dizer além de ""vaca véia"" ??? E no pior sentido da palavra.",1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
256,"Vai cuidar do seu quintal, que o nosso a gente cuida,,corrupta😤",1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
257,Comunista vagabunda,1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
258,Cretina Hipócrita!,1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
259,Porque ela também é BANDIDA,1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
260,Pq é uma safada,1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
261,Pq é criminosa do foro de São Paulo !,1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
262,Cara horrorosa dessa senhora,1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
263,Só defende Lula por ser igual a ele...corrupta.,1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
264,Outra esquerdista cara de pau! Não basta os do Brasil! 😡,1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
265,Que bom que ela tem pena do Brasil 🇧🇷 assim ela já pode dividir com a população brasileira a propina que recebeu da OAS.,1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
266,"Bandida, safada, comunista e corrupta!!! Fora do Brasil!! Lixo!!!",1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
267,"Enquanto não se revela os podres desses ladrões da nossa pátria todos tem alguma coisa para falar, quero ver agora.",0,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
268,Essa puta não tem dó da Venezuela???,1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
269,Penalizada tem que estar do povo Venezuelano e envergonhada por receber propina😱,1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
270,LIXO. Lixo iDIOTA.,1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
271,A ONU é pior esquerda que temos no mundo atualmente.,1,0,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
272,"🇧🇷 Vergonha mundial, não tem moral pra falar nada do Brasil.",1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
273,Velha canalha,1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
274,Vagabunda! Sem vergonha!,1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
275,"O que essa bandida corrupta ta falando do presidente, velha idiota.",1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
276,É que o dindin pra ela acabou 😂😂😂,0,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
277,"Corrupta, formiga e ladrão tem em todo lugar, até na ONU.",1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
278,"Essa ridícula aí, tinha que pedir desculpa ao nosso presidente",1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
279,"Sério???? Engraçado que quem invadiu a Polônia foram os Nazistas. Você estava comemorando isso???? A invasão???? Fascista que fala, né!!!",1,0,1,1,https://www.instagram.com/p/B1rOH6Wlg4A/,Eduardo Bolsonaro
280,"Celebrar a morte de milhões de judeus? Estúpido, nojento",1,0,1,1,https://www.instagram.com/p/B1rOH6Wlg4A/,Eduardo Bolsonaro
281,NAZISTA SAFADO FILHO DA PUTA! VAI DOUTRINAR CRIANÇA NA PUTA QUE TE PARIU,1,1,1,1,https://www.instagram.com/p/B1rOH6Wlg4A/,Eduardo Bolsonaro
282,Seu doente! A invasão da Polônia marca o início da segunda guerra mundial onde milhões de pessoas foram mortas e torturadas.,1,1,1,1,https://www.instagram.com/p/B1rOH6Wlg4A/,Eduardo Bolsonaro
283,Só um doente para achar que isso é motivo para comemorar....não cansa de passar vergonha acho que as aulas pelo you tube não estão funcionando.,1,0,1,1,https://www.instagram.com/p/B1rOH6Wlg4A/,Eduardo Bolsonaro
284,"Os inteligente na pista kkkk o que mais que a galera sabe me contam eu não sabia dessa será que sou burra, a não eu não estava lá na guerra opis",1,0,1,1,https://www.instagram.com/p/B1rOH6Wlg4A/,Eduardo Bolsonaro
285,Gente burra não sabe o que é ato solene isso não é comemoração é um ato que lembra o fato é homenageia os refugiados da Polônia no Brasil pesquisa antes de fala merda,1,0,1,1,https://www.instagram.com/p/B1rOH6Wlg4A/,Eduardo Bolsonaro
286,Lamento sua pequenez...,0,1,1,1,https://www.instagram.com/p/B1rOH6Wlg4A/,Eduardo Bolsonaro
287,"Até pelos comentários, a gente percebe quem é ""normal"" e quem é ""esquerdopata""... Por que será né?",1,0,1,1,https://www.instagram.com/p/B1rOH6Wlg4A/,Eduardo Bolsonaro
288,"O Brasil está se tornando uma ditadura dos corruptos ! Estamos assistindo o congresso desrespeitar o executivo, o STF fazendo barbaridades pra soltar bandidos!! De quem é a culpa ? A culpa é de todos os brasileiros que estão inertes dentro de casa ! Enquanto ficarmos marcando encontros nos domingos de Sol, esses corruptos não vâo tomar vergonha na cara, ou até mesmo ser punidos! Temos que comessar a pensar em greve geral !! Fazer o país parar de verdade enquanto isso não acontecer vamos ficar assistindo essa vergonha!! Chega de impunidades, não Podemos ter um presidente do congresso nem da Câmara sem vergonha.",1,0,1,1,https://www.instagram.com/p/C1Wwy_YuxZ5/,Fernando Haddad
289,"Vai tomar no seu cu milicianos, isso é inveja do PT",1,1,1,1,https://www.instagram.com/p/B1rOH6Wlg4A/,Eduardo Bolsonaro
290,NAZISTINHA ESCROTO DO CARALHO,1,1,1,1,https://www.instagram.com/p/B1rOH6Wlg4A/,Eduardo Bolsonaro
291,Seu pai é um safado,1,1,1,1,https://www.instagram.com/p/B1rOH6Wlg4A/,Eduardo Bolsonaro
292,"O Lula deu um pé na bunda de um.monte de mulheres no governo dele pra acomodar vários homens velhos, indicou 2 ministros homens para o STF e ela falando em igualdade kkk isso que os eleitores do PT não entendem, eles querem impor igualdade para os outros, enquanto eles podem ter o privilégio de viver e fazer o que querem kkkk e vc jurando que o PT defensor de ditadores e ditaduras é um partido democrático kkk",1,0,1,1,https://www.instagram.com/p/B1rOH6Wlg4A/,Eduardo Bolsonaro
293,Que faz este cara ainda morando fora da prisão？,1,1,1,1,https://www.instagram.com/p/B1rOH6Wlg4A/,Eduardo Bolsonaro
294,Eduardo é moleque !,1,0,1,1,https://www.instagram.com/p/B1rOH6Wlg4A/,Eduardo Bolsonaro
295,Colonialista de merda,1,1,1,1,https://www.instagram.com/p/B1rOH6Wlg4A/,Eduardo Bolsonaro
296,"Grande bosta se seu pai fica demorando pra vetar o abuso de autoridade e pra mandar o exercito no congresso, grande bosta essas coisas",1,0,1,1,https://www.instagram.com/p/B1rOH6Wlg4A/,Eduardo Bolsonaro
297,"Sugestão a Bolsonaro: convoque as Forças Armadas e faça uma invasão do bem na Amazônia. Expulse as ONGs que estejam ilegais. Grave as queimadas, os garimpos ilegais, os índios que fazem contrabando, as pistas de aterrissagem clandestinas. Grave tudo. Convoque uma cadeia de rede nacional em horário nobre e revele tudo! Não adianta esperar honestidade de setores que foram derrotados nas últimas eleições! Aja agora! Ou depois perderá o controle das ações! Cadê os militares que estudaram estratégia e devem ter aprendido que articula-se no país um estado de insurreição ao novo governo? Quando Napoleão esperou a chuva passar para o ataque final em Waterloo, no dia seguinte era tarde e perdeu a batalha! Alô! Não perceberam ainda que estamos num estado de pré-convulsão social? Que todos os dados indicam a tentativa de derrubada do novo governo?! Saco! Não vou mais ficar postando textos que acabam por ficar repetitivos, enquanto a articulação esquerdista vai ganhando terreno!",1,0,1,1,https://www.instagram.com/p/B1rOH6Wlg4A/,Eduardo Bolsonaro
298,É isso família Bolsonaro. Aposto que foi farinha do msm saco do macron que ateou fogo na Amazônia pra atacar o governo. Vamos nos preparar pois bendita será a nação que teme ao Senhor. Macron que va se f****,1,1,1,1,https://www.instagram.com/p/B1rOH6Wlg4A/,Eduardo Bolsonaro
299,"aí sim em capita, quem quiser comer meu cusinho só chame 🔥🔥",1,1,1,1,https://www.instagram.com/p/B1rOH6Wlg4A/,Eduardo Bolsonaro
300,"Isso aí sim e postura de criança em ensino 👏🏻👏🏻 Não aquela lacracao de criança usando shortinho dançando funk ameaçando professor em sala de aula , como a esquerda incentivou os últimos 15 anos . #BolsonaroNeles 😎👉🏻👉🏻",1,0,1,1,https://www.instagram.com/p/B1rOH6Wlg4A/,Eduardo Bolsonaro
301,"Que coisa linda a gente não conhecia, ISSO Políticos LADROES NEM IMAGINAVAM QUE; EXISTIAM TANTOS, PORQUE ???, sabia se um entrasse alguém do exercito deu no que deu, tirar verbas de Vagabundos ,;PARA SOBRAR PARA O BRASIL, E TEM MULAS QUE AINDA FALAM EM ESQUERDA MEU DEUS AS BURRiCES ESTÃO VENDO A REALIDADE E NÃO ACEITAM , CRIMES INVADINDO OS RESPONSÁVEIS PELO BRASIL, ATÉ ISSO ACORDARAM , NINGUÉM QUE VIROU P ESQUERDA FINGIRAM EM NAIO ENTENDER , BANDIDOS AGINDO JUNTOS COM 0S BANDIDOS DA ESQUERDA E PCC VIU COM QUEM ESSAS MULAS QUETEM QUE FOCAM NO BRASIL????",1,1,1,1,https://www.instagram.com/p/B1rOH6Wlg4A/,Eduardo Bolsonaro
302,"dessa vez ninguém quebrou a mesa, né? vaza daqui playboy filho da puta",1,1,1,1,https://www.instagram.com/p/B1ejo45l4FI/,Fernando Haddad
303,"Muita saúde João gordo,mas não se mistura com esse tipo de gente se não vc se contamina.esses petralhada não prestam",1,1,1,1,https://www.instagram.com/p/B1ejo45l4FI/,Fernando Haddad
304,@miqueiasmonteiro e a do seu presiBozo de ir p o manicômio! Fdp,1,1,1,1,https://www.instagram.com/p/B1ejo45l4FI/,Fernando Haddad
305,"@ronaldosnascimento1_ Mas tu é baixo nível, né cara? Dá dó!",1,1,1,1,https://www.instagram.com/p/B1ejo45l4FI/,Fernando Haddad
306,"@guilhermeribeiro7735 Vai se instruir um pouco! Caia fora, aqui ñ é lugar para pessoas como vc",1,1,1,1,https://www.instagram.com/p/B1ejo45l4FI/,Fernando Haddad
307,@ricardobedendo Vc ainda ñ caiu fora? Va seguir seu jegue!,1,1,1,1,https://www.instagram.com/p/B1ejo45l4FI/,Fernando Haddad
308,@jose1ete nem pra isso ele tem competencia! Ô medão!,1,1,1,1,https://www.instagram.com/p/B1ejo45l4FI/,Fernando Haddad
309,O cara não trabalha meu ....,1,0,1,1,https://www.instagram.com/p/B1ejo45l4FI/,Fernando Haddad
